schema_version,run_id,dataset_id,method_id,model,retriever_id,retriever,params_hash,method_params_json,llm_temperature,llm_max_tokens,metric,value,num_queries,total_time_seconds,querygym_version,run_file_path
1,314ef810fbfe054c,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1,bm25,BM25,97128a62,"{""collection_path"":""msmarco/collection.tsv"",""dataset_type"":""msmarco"",""mode"":""fs"",""num_examples"":4,""train_qrels_path"":""msmarco/qrels.train.tsv"",""train_queries_path"":""msmarco/queries.train.tsv"",""train_split"":""train""}",1.0,128,recall_100,0.941,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1/bm25/97128a62.json
1,ac53933d5f31b244,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1,splade-pp,SPLADE++,2078c6a4,"{""mode"":""zs"",""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.3819,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1/splade-pp/2078c6a4.json
1,ac53933d5f31b244,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1,splade-pp,SPLADE++,2078c6a4,"{""mode"":""zs"",""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.9808,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1/splade-pp/2078c6a4.json
1,4351eb7e929d6a1b,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1,splade-pp,SPLADE++,8e1bb57c,"{""mode"":""cot"",""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.382,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1/splade-pp/8e1bb57c.json
1,4351eb7e929d6a1b,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1,splade-pp,SPLADE++,8e1bb57c,"{""mode"":""cot"",""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.9801,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1/splade-pp/8e1bb57c.json
1,b894e37e3c65fc88,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1,splade-pp,SPLADE++,97128a62,"{""collection_path"":""msmarco/collection.tsv"",""dataset_type"":""msmarco"",""mode"":""fs"",""num_examples"":4,""train_qrels_path"":""msmarco/qrels.train.tsv"",""train_queries_path"":""msmarco/queries.train.tsv"",""train_split"":""train""}",1.0,128,ndcg_cut_10,0.3826,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1/splade-pp/97128a62.json
1,b894e37e3c65fc88,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1,splade-pp,SPLADE++,97128a62,"{""collection_path"":""msmarco/collection.tsv"",""dataset_type"":""msmarco"",""mode"":""fs"",""num_examples"":4,""train_qrels_path"":""msmarco/qrels.train.tsv"",""train_queries_path"":""msmarco/queries.train.tsv"",""train_split"":""train""}",1.0,128,recall_100,0.9808,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1/splade-pp/97128a62.json
1,9605c1022859f7df,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1-nano,bge-base-en-v1.5,BGE-base-en-v1.5,03ac266c,"{""collection_path"":""msmarco/collection.tsv"",""dataset_type"":""msmarco"",""mode"":""fs"",""num_examples"":4,""train_qrels_path"":""msmarco/qrels.train.tsv"",""train_queries_path"":""msmarco/queries.train.tsv"",""train_split"":""train""}",1.0,128,ndcg_cut_10,0.6188,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1-nano/bge-base-en-v1.5/03ac266c.json
1,9605c1022859f7df,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1-nano,bge-base-en-v1.5,BGE-base-en-v1.5,03ac266c,"{""collection_path"":""msmarco/collection.tsv"",""dataset_type"":""msmarco"",""mode"":""fs"",""num_examples"":4,""train_qrels_path"":""msmarco/qrels.train.tsv"",""train_queries_path"":""msmarco/queries.train.tsv"",""train_split"":""train""}",1.0,128,recall_100,0.99,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1-nano/bge-base-en-v1.5/03ac266c.json
1,70c29b19d4028e87,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1-nano,bge-base-en-v1.5,BGE-base-en-v1.5,5e04bb35,"{""mode"":""cot"",""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.6194,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1-nano/bge-base-en-v1.5/5e04bb35.json
1,70c29b19d4028e87,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1-nano,bge-base-en-v1.5,BGE-base-en-v1.5,5e04bb35,"{""mode"":""cot"",""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.9893,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1-nano/bge-base-en-v1.5/5e04bb35.json
1,7c8faafe700197a0,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1-nano,bge-base-en-v1.5,BGE-base-en-v1.5,a5413fcf,"{""mode"":""zs"",""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.619,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1-nano/bge-base-en-v1.5/a5413fcf.json
1,7c8faafe700197a0,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1-nano,bge-base-en-v1.5,BGE-base-en-v1.5,a5413fcf,"{""mode"":""zs"",""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.99,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1-nano/bge-base-en-v1.5/a5413fcf.json
1,10a4aa93fa02dbea,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1-nano,bm25,BM25,03ac266c,"{""collection_path"":""msmarco/collection.tsv"",""dataset_type"":""msmarco"",""mode"":""fs"",""num_examples"":4,""train_qrels_path"":""msmarco/qrels.train.tsv"",""train_queries_path"":""msmarco/queries.train.tsv"",""train_split"":""train""}",1.0,128,ndcg_cut_10,0.3965,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1-nano/bm25/03ac266c.json
1,10a4aa93fa02dbea,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1-nano,bm25,BM25,03ac266c,"{""collection_path"":""msmarco/collection.tsv"",""dataset_type"":""msmarco"",""mode"":""fs"",""num_examples"":4,""train_qrels_path"":""msmarco/qrels.train.tsv"",""train_queries_path"":""msmarco/queries.train.tsv"",""train_split"":""train""}",1.0,128,recall_100,0.9324,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1-nano/bm25/03ac266c.json
1,dff54a27d7cedded,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1-nano,bm25,BM25,5e04bb35,"{""mode"":""cot"",""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.4011,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1-nano/bm25/5e04bb35.json
1,dff54a27d7cedded,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1-nano,bm25,BM25,5e04bb35,"{""mode"":""cot"",""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.936,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1-nano/bm25/5e04bb35.json
1,5b4589eaf5d5958a,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1-nano,bm25,BM25,a5413fcf,"{""mode"":""zs"",""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.398,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1-nano/bm25/a5413fcf.json
1,5b4589eaf5d5958a,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1-nano,bm25,BM25,a5413fcf,"{""mode"":""zs"",""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.9374,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1-nano/bm25/a5413fcf.json
1,56e1ed9181a4a5e5,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1-nano,splade-pp,SPLADE++,03ac266c,"{""collection_path"":""msmarco/collection.tsv"",""dataset_type"":""msmarco"",""mode"":""fs"",""num_examples"":4,""train_qrels_path"":""msmarco/qrels.train.tsv"",""train_queries_path"":""msmarco/queries.train.tsv"",""train_split"":""train""}",1.0,128,ndcg_cut_10,0.3823,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1-nano/splade-pp/03ac266c.json
1,56e1ed9181a4a5e5,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1-nano,splade-pp,SPLADE++,03ac266c,"{""collection_path"":""msmarco/collection.tsv"",""dataset_type"":""msmarco"",""mode"":""fs"",""num_examples"":4,""train_qrels_path"":""msmarco/qrels.train.tsv"",""train_queries_path"":""msmarco/queries.train.tsv"",""train_split"":""train""}",1.0,128,recall_100,0.9801,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1-nano/splade-pp/03ac266c.json
1,03fecc6edc87cb5e,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1-nano,splade-pp,SPLADE++,5e04bb35,"{""mode"":""cot"",""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.382,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1-nano/splade-pp/5e04bb35.json
1,03fecc6edc87cb5e,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1-nano,splade-pp,SPLADE++,5e04bb35,"{""mode"":""cot"",""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.9801,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1-nano/splade-pp/5e04bb35.json
1,c7a440bf77f842d5,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1-nano,splade-pp,SPLADE++,a5413fcf,"{""mode"":""zs"",""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.3819,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1-nano/splade-pp/a5413fcf.json
1,c7a440bf77f842d5,beir-v1.0.0-arguana,query2doc,openai/gpt-4.1-nano,splade-pp,SPLADE++,a5413fcf,"{""mode"":""zs"",""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.9808,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2doc/openai/gpt-4.1-nano/splade-pp/a5413fcf.json
1,81545bd2a66e7b02,beir-v1.0.0-arguana,query2e,Qwen/Qwen2.5-72B-Instruct,bge-base-en-v1.5,BGE-base-en-v1.5,eaea15f7,"{""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.6196,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/Qwen/Qwen2.5-72B-Instruct/bge-base-en-v1.5/eaea15f7.json
1,81545bd2a66e7b02,beir-v1.0.0-arguana,query2e,Qwen/Qwen2.5-72B-Instruct,bge-base-en-v1.5,BGE-base-en-v1.5,eaea15f7,"{""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.99,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/Qwen/Qwen2.5-72B-Instruct/bge-base-en-v1.5/eaea15f7.json
1,40f110d0a40bc926,beir-v1.0.0-arguana,query2e,Qwen/Qwen2.5-72B-Instruct,bm25,BM25,bedaf076,"{""judge_rel_mode"":""positive"",""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.4066,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/Qwen/Qwen2.5-72B-Instruct/bm25/bedaf076.json
1,14378080d839b817,beir-v1.0.0-arguana,query2e,Qwen/Qwen2.5-72B-Instruct,splade-pp,SPLADE++,eaea15f7,"{""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.5188,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/Qwen/Qwen2.5-72B-Instruct/splade-pp/eaea15f7.json
1,14378080d839b817,beir-v1.0.0-arguana,query2e,Qwen/Qwen2.5-72B-Instruct,splade-pp,SPLADE++,eaea15f7,"{""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.9808,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/Qwen/Qwen2.5-72B-Instruct/splade-pp/eaea15f7.json
1,cafe249a6ccb78b7,beir-v1.0.0-arguana,query2e,Qwen/Qwen2.5-7B-Instruct,bge-base-en-v1.5,BGE-base-en-v1.5,65cb4460,"{""judge_rel_mode"":""positive"",""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.6205,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/Qwen/Qwen2.5-7B-Instruct/bge-base-en-v1.5/65cb4460.json
1,cafe249a6ccb78b7,beir-v1.0.0-arguana,query2e,Qwen/Qwen2.5-7B-Instruct,bge-base-en-v1.5,BGE-base-en-v1.5,65cb4460,"{""judge_rel_mode"":""positive"",""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.99,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/Qwen/Qwen2.5-7B-Instruct/bge-base-en-v1.5/65cb4460.json
1,af1560c7b48c9a40,beir-v1.0.0-arguana,query2e,Qwen/Qwen2.5-7B-Instruct,bm25,BM25,d1a9f548,"{""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.4052,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/Qwen/Qwen2.5-7B-Instruct/bm25/d1a9f548.json
1,af1560c7b48c9a40,beir-v1.0.0-arguana,query2e,Qwen/Qwen2.5-7B-Instruct,bm25,BM25,d1a9f548,"{""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.9403,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/Qwen/Qwen2.5-7B-Instruct/bm25/d1a9f548.json
1,5a5070df3c8219ba,beir-v1.0.0-arguana,query2e,Qwen/Qwen2.5-7B-Instruct,splade-pp,SPLADE++,65cb4460,"{""judge_rel_mode"":""positive"",""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.5193,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/Qwen/Qwen2.5-7B-Instruct/splade-pp/65cb4460.json
1,5a5070df3c8219ba,beir-v1.0.0-arguana,query2e,Qwen/Qwen2.5-7B-Instruct,splade-pp,SPLADE++,65cb4460,"{""judge_rel_mode"":""positive"",""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.9815,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/Qwen/Qwen2.5-7B-Instruct/splade-pp/65cb4460.json
1,0dff74cae2ee864a,beir-v1.0.0-arguana,query2e,openai/gpt-4.1,bge-base-en-v1.5,BGE-base-en-v1.5,499b9be1,"{""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.6192,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/openai/gpt-4.1/bge-base-en-v1.5/499b9be1.json
1,0dff74cae2ee864a,beir-v1.0.0-arguana,query2e,openai/gpt-4.1,bge-base-en-v1.5,BGE-base-en-v1.5,499b9be1,"{""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.99,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/openai/gpt-4.1/bge-base-en-v1.5/499b9be1.json
1,2a57117923fd8fb7,beir-v1.0.0-arguana,query2e,openai/gpt-4.1,bm25,BM25,499b9be1,"{""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.4062,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/openai/gpt-4.1/bm25/499b9be1.json
1,2a57117923fd8fb7,beir-v1.0.0-arguana,query2e,openai/gpt-4.1,bm25,BM25,499b9be1,"{""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.9381,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/openai/gpt-4.1/bm25/499b9be1.json
1,c6e7b2a151f02ed7,beir-v1.0.0-arguana,query2e,openai/gpt-4.1,splade-pp,SPLADE++,499b9be1,"{""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.3818,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/openai/gpt-4.1/splade-pp/499b9be1.json
1,c6e7b2a151f02ed7,beir-v1.0.0-arguana,query2e,openai/gpt-4.1,splade-pp,SPLADE++,499b9be1,"{""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.9808,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/openai/gpt-4.1/splade-pp/499b9be1.json
1,c4819108f7772ffd,beir-v1.0.0-arguana,query2e,openai/gpt-4.1-nano,bge-base-en-v1.5,BGE-base-en-v1.5,250cf4e6,"{""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.6198,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/openai/gpt-4.1-nano/bge-base-en-v1.5/250cf4e6.json
1,c4819108f7772ffd,beir-v1.0.0-arguana,query2e,openai/gpt-4.1-nano,bge-base-en-v1.5,BGE-base-en-v1.5,250cf4e6,"{""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.99,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/openai/gpt-4.1-nano/bge-base-en-v1.5/250cf4e6.json
1,afa308143ca6fc36,beir-v1.0.0-arguana,query2e,openai/gpt-4.1-nano,bm25,BM25,250cf4e6,"{""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.406,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/openai/gpt-4.1-nano/bm25/250cf4e6.json
1,afa308143ca6fc36,beir-v1.0.0-arguana,query2e,openai/gpt-4.1-nano,bm25,BM25,250cf4e6,"{""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.9417,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/openai/gpt-4.1-nano/bm25/250cf4e6.json
1,efe5039937455db6,beir-v1.0.0-arguana,query2e,openai/gpt-4.1-nano,splade-pp,SPLADE++,250cf4e6,"{""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.3819,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/openai/gpt-4.1-nano/splade-pp/250cf4e6.json
1,efe5039937455db6,beir-v1.0.0-arguana,query2e,openai/gpt-4.1-nano,splade-pp,SPLADE++,250cf4e6,"{""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.9808,1406,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-arguana/query2e/openai/gpt-4.1-nano/splade-pp/250cf4e6.json
1,94875e6bcad50a83,beir-v1.0.0-dbpedia-entity,csqe,Qwen/Qwen2.5-72B-Instruct,bge-base-en-v1.5,BGE-base-en-v1.5,c19ee8db,"{""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.4024,400,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-dbpedia-entity/csqe/Qwen/Qwen2.5-72B-Instruct/bge-base-en-v1.5/c19ee8db.json
1,94875e6bcad50a83,beir-v1.0.0-dbpedia-entity,csqe,Qwen/Qwen2.5-72B-Instruct,bge-base-en-v1.5,BGE-base-en-v1.5,c19ee8db,"{""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.4897,400,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-dbpedia-entity/csqe/Qwen/Qwen2.5-72B-Instruct/bge-base-en-v1.5/c19ee8db.json
1,43e3c6b01609e6f0,beir-v1.0.0-dbpedia-entity,csqe,Qwen/Qwen2.5-72B-Instruct,bm25,BM25,8e23a9c6,"{""judge_rel_mode"":""positive"",""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.3556,400,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-dbpedia-entity/csqe/Qwen/Qwen2.5-72B-Instruct/bm25/8e23a9c6.json
1,43e3c6b01609e6f0,beir-v1.0.0-dbpedia-entity,csqe,Qwen/Qwen2.5-72B-Instruct,bm25,BM25,8e23a9c6,"{""judge_rel_mode"":""positive"",""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.4639,400,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-dbpedia-entity/csqe/Qwen/Qwen2.5-72B-Instruct/bm25/8e23a9c6.json
1,49c7af4b43926798,beir-v1.0.0-dbpedia-entity,csqe,Qwen/Qwen2.5-72B-Instruct,splade-pp,SPLADE++,c19ee8db,"{""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.3686,400,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-dbpedia-entity/csqe/Qwen/Qwen2.5-72B-Instruct/splade-pp/c19ee8db.json
1,49c7af4b43926798,beir-v1.0.0-dbpedia-entity,csqe,Qwen/Qwen2.5-72B-Instruct,splade-pp,SPLADE++,c19ee8db,"{""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.5021,400,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-dbpedia-entity/csqe/Qwen/Qwen2.5-72B-Instruct/splade-pp/c19ee8db.json
1,da17c968549a5fc6,beir-v1.0.0-dbpedia-entity,csqe,Qwen/Qwen2.5-7B-Instruct,bge-base-en-v1.5,BGE-base-en-v1.5,2b122d18,"{""judge_rel_mode"":""positive"",""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.3826,400,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-dbpedia-entity/csqe/Qwen/Qwen2.5-7B-Instruct/bge-base-en-v1.5/2b122d18.json
1,da17c968549a5fc6,beir-v1.0.0-dbpedia-entity,csqe,Qwen/Qwen2.5-7B-Instruct,bge-base-en-v1.5,BGE-base-en-v1.5,2b122d18,"{""judge_rel_mode"":""positive"",""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.4879,400,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-dbpedia-entity/csqe/Qwen/Qwen2.5-7B-Instruct/bge-base-en-v1.5/2b122d18.json
1,45f75d3dda634e3d,beir-v1.0.0-dbpedia-entity,csqe,Qwen/Qwen2.5-7B-Instruct,bm25,BM25,0c8c184e,"{""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.3767,400,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-dbpedia-entity/csqe/Qwen/Qwen2.5-7B-Instruct/bm25/0c8c184e.json
1,45f75d3dda634e3d,beir-v1.0.0-dbpedia-entity,csqe,Qwen/Qwen2.5-7B-Instruct,bm25,BM25,0c8c184e,"{""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.5078,400,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-dbpedia-entity/csqe/Qwen/Qwen2.5-7B-Instruct/bm25/0c8c184e.json
1,c645b63d148df699,beir-v1.0.0-dbpedia-entity,csqe,Qwen/Qwen2.5-7B-Instruct,splade-pp,SPLADE++,2b122d18,"{""judge_rel_mode"":""positive"",""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.3661,400,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-dbpedia-entity/csqe/Qwen/Qwen2.5-7B-Instruct/splade-pp/2b122d18.json
1,c645b63d148df699,beir-v1.0.0-dbpedia-entity,csqe,Qwen/Qwen2.5-7B-Instruct,splade-pp,SPLADE++,2b122d18,"{""judge_rel_mode"":""positive"",""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.483,400,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-dbpedia-entity/csqe/Qwen/Qwen2.5-7B-Instruct/splade-pp/2b122d18.json
1,9b434084e00ca34a,beir-v1.0.0-dbpedia-entity,csqe,openai/gpt-4.1,bge-base-en-v1.5,BGE-base-en-v1.5,21403c13,"{""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.4242,400,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-dbpedia-entity/csqe/openai/gpt-4.1/bge-base-en-v1.5/21403c13.json
1,9b434084e00ca34a,beir-v1.0.0-dbpedia-entity,csqe,openai/gpt-4.1,bge-base-en-v1.5,BGE-base-en-v1.5,21403c13,"{""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.5229,400,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-dbpedia-entity/csqe/openai/gpt-4.1/bge-base-en-v1.5/21403c13.json
1,8b352f15c35044e7,beir-v1.0.0-dbpedia-entity,csqe,openai/gpt-4.1,bm25,BM25,21403c13,"{""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.3899,400,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-dbpedia-entity/csqe/openai/gpt-4.1/bm25/21403c13.json
1,8b352f15c35044e7,beir-v1.0.0-dbpedia-entity,csqe,openai/gpt-4.1,bm25,BM25,21403c13,"{""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.5136,400,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-dbpedia-entity/csqe/openai/gpt-4.1/bm25/21403c13.json
1,b3f2134d9575311c,beir-v1.0.0-dbpedia-entity,csqe,openai/gpt-4.1,splade-pp,SPLADE++,21403c13,"{""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.3962,400,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-dbpedia-entity/csqe/openai/gpt-4.1/splade-pp/21403c13.json
1,b3f2134d9575311c,beir-v1.0.0-dbpedia-entity,csqe,openai/gpt-4.1,splade-pp,SPLADE++,21403c13,"{""num_examples"":4,""train_split"":""train""}",1.0,128,recall_100,0.5232,400,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-dbpedia-entity/csqe/openai/gpt-4.1/splade-pp/21403c13.json
1,5ca04f4c42d9d563,beir-v1.0.0-dbpedia-entity,csqe,openai/gpt-4.1-nano,bge-base-en-v1.5,BGE-base-en-v1.5,2dad9662,"{""num_examples"":4,""train_split"":""train""}",1.0,128,ndcg_cut_10,0.4147,400,0.0,legacy-backfill,reproducibility/data/runs/beir-v1.0.0-dbpedia-entity/csqe/openai/gpt-4.1-nano/bge-base-en-v1.5/2dad9662.json
